,Locality,Price_per_sft,Area,Property_Type,BHK number,
15548,Gajularamaram,5318,1100,  Apartment,2,
15549,Gajularamaram,5269,1300,  Apartment,2,
15550,Gajularamaram,5295,1185,  Apartment,2,
15551,Kukatpally,6500,1250,  Apartment,3,
15552,Gajularamaram,5316,1420,  Apartment,3,
15553,Chandanagar,5866,1500,  Apartment,3,
15554,Chandanagar,5497,1175,  Apartment,2,
15555,Yousufguda,8962,1729,  Apartment,3,
15556,Kondapur,7380,1250,  Apartment,2,
15557,Gajularamaram,5112,1120,  Apartment,2,
15558,Gajularamaram,5344,1015,  Apartment,2,
15559,Gajularamaram,5327,1070,  Apartment,2,
15560,Gajularamaram,5312,1120,  Apartment,2,
15561,Kondapur,7285,1815,  Apartment,3,
15562,Jeedimetla,5693,1650,  Apartment,2,
15563,Kukatpally,6359,1195,  Apartment,2,
15564,Kondapur,7329,1630,  Apartment,3,
15565,Gajularamaram,5127,1375,  Apartment,3,
15566,Gajularamaram,5318,1100,  Apartment,2,
15567,Gajularamaram,5312,1120,  Apartment,2,
15568,Gajularamaram,5269,1300,  Apartment,2,
15569,Chandanagar,5907,1350,  Apartment,3,
15570,Gajularamaram,5327,1375,  Apartment,3,
15571,Gajularamaram,5295,1185,  Apartment,2,
15572,Gajularamaram,5333,1050,  Apartment,2,
15573,Gajularamaram,5327,1375,  Apartment,3,
15574,Chandanagar,5497,1175,  Apartment,2,
15575,Chandanagar,5601,1160,  Apartment,2,
15576,Serilingampally,7116,964,  Apartment,2,
15577,Gajularamaram,5333,1050,  Apartment,2,
15578,Gajularamaram,5295,1185,  Apartment,2,
15579,Gajularamaram,5327,1070,  Apartment,2,
15580,Gajularamaram,5312,1120,  Apartment,2,
15581,Gajularamaram,5333,1050,  Apartment,2,
15582,Gajularamaram,5344,1015,  Apartment,2,
15583,Kukatpally,6639,1235,  Apartment,2,
15584,Gajularamaram,5112,1120,  Apartment,2,
15585,Chandanagar,5497,1175,  Apartment,2,
15586,Kukatpally,5500,1250,  Apartment,2,
15587,Kukatpally,6826,1840,  Apartment,3,
15588,Kukatpally,6696,1135,  Apartment,2,
15589,Chandanagar,5978,1150,  Apartment,2,
15590,Kukatpally,6916,1200,  Apartment,2,
15591,Gajularamaram,5344,1015,  Apartment,2,
15592,Gajularamaram,5327,1375,  Apartment,3,
15593,Gajularamaram,5327,1375,  Apartment,3,
15594,Gajularamaram,5327,1070,  Apartment,2,
15595,Gajularamaram,5312,1120,  Apartment,2,
15596,Kukatpally,6875,1600,  Apartment,3,
15597,Kukatpally,6900,1250,  Apartment,2,
15598,Gajularamaram,5327,1070,  Apartment,2,
15599,Gajularamaram,5269,1300,  Apartment,2,
15600,Gajularamaram,5295,1185,  Apartment,2,
15601,Yousufguda,9717,1545,  Apartment,3,
15602,Gajularamaram,5327,1375,  Apartment,2,
15603,Gajularamaram,5295,1185,  Apartment,2,
15604,Gajularamaram,5327,1375,  Apartment,3,
15605,Gajularamaram,5318,1100,  Apartment,2,
15606,Kukatpally,7100,1375,  Apartment,3,
15607,Kukatpally,6866,1500,  Apartment,3,
15608,Kukatpally,7004,1235,  Apartment,2,
15609,Kukatpally,6000,1250,  Apartment,2,
15610,Kondapur,10500,1940,  Apartment,3,
15611,Gajularamaram,5327,1375,  Apartment,3,
15612,Gajularamaram,5316,1420,  Apartment,3,
15613,Kukatpally,5899,1250,  Apartment,2,
15614,Kukatpally,5865,1500,  Apartment,3,
15615,Kukatpally,6787,2085,  Apartment,3,
15616,Kukatpally,6871,1210,  Apartment,2,
15617,Kondapur,7049,1220,  Apartment,2,
15618,Kukatpally,5883,1300,  Apartment,2,
15619,Kukatpally,5871,1475,  Apartment,3,
15620,Gajularamaram,5318,1100,  Apartment,2,
15621,Gajularamaram,5269,1300,  Apartment,2,
15622,Gajularamaram,5312,1120,  Apartment,2,
15623,Gajularamaram,5327,1375,  Apartment,3,
15624,Kukatpally,7290,1090,  Apartment,2,
15625,Kondapur,7107,1210,  Apartment,2,
15626,Kukatpally,6619,1905,  Apartment,3,
15627,Kukatpally,6653,1695,  Apartment,3,
15628,Patancheru,6663,1831,  Villa,3,
15629,Gajularamaram,4500,1120,  Apartment,2,
15630,Gajularamaram,4500,1015,  Apartment,2,
15631,Gajulramaram Kukatpally,4761,1050,  Apartment,2,
15632,Gajularamaram,4500,1375,  Apartment,3,
15633,Kukatpally,6653,1695,  Apartment,3,
15634,Chandanagar,5302,1725,  Apartment,3,
15635,Kukatpally,6646,1730,  Apartment,3,
15636,Kondapur,6836,1770,  Apartment,3,
15637,Kukatpally,5842,1600,  Apartment,3,
15638,Kondapur,7467,1165,  Apartment,2,
15639,Patancheru,6666,1725,  Apartment,3,
15640,Kondapur,7467,1165,  Apartment,2,
15641,Kondapur,7467,1165,  Apartment,2,
15642,Kondapur,7467,1165,  Apartment,2,
15643,Kondapur,7467,1165,  Apartment,2,
15644,Kondapur,7467,1165,  Apartment,2,
15645,Kondapur,7467,1165,  Apartment,2,
15646,Kondapur,7467,1165,  Apartment,2,
15647,Kondapur,7467,1165,  Apartment,2,
15648,Moosapet,6666,1695,  Apartment,3,
15649,Moosapet,6666,1695,  Apartment,3,
15650,Moosapet,6666,1695,  Apartment,3,
15651,Moosapet,6666,1695,  Apartment,3,
15652,Kondapur,7467,1165,  Apartment,2,
15653,Kondapur,7467,1165,  Apartment,2,
15654,Kondapur,7467,1165,  Apartment,2,
15655,Kondapur,7467,1165,  Apartment,2,
15656,Kondapur,7467,1165,  Apartment,2,
15657,Chandanagar,5478,1150,  Apartment,2,
15658,Chandanagar,5202,1725,  Apartment,3,
15659,Chandanagar,5478,1150,  Apartment,2,
15660,Chandanagar,5478,1150,  Apartment,2,
15661,Chandanagar,5478,1150,  Apartment,2,
15662,Chandanagar,5478,1150,  Apartment,2,
15663,Kondapur,7467,1165,  Apartment,2,
15664,Kondapur,7467,1165,  Apartment,2,
15665,Chandanagar,5478,1150,  Apartment,2,
15666,Chandanagar,5478,1150,  Apartment,2,
15667,Chandanagar,5478,1150,  Apartment,2,
15668,Moosapet,6666,1695,  Apartment,3,
15669,Moosapet,6666,1695,  Apartment,3,
15670,Moosapet,6666,1695,  Apartment,3,
15671,Chandanagar,5478,1150,  Apartment,2,
15672,Chandanagar,5478,1150,  Apartment,2,
15673,Chandanagar,5202,1725,  Apartment,3,
15674,Chandanagar,5202,1725,  Apartment,3,
15675,Chandanagar,5202,1725,  Apartment,3,
15676,Chandanagar,5478,1150,  Apartment,2,
15677,Chandanagar,5478,1150,  Apartment,2,
15678,Chandanagar,5202,1725,  Apartment,3,
15679,Chandanagar,5478,1150,  Apartment,2,
15680,Chandanagar,5202,1725,  Apartment,3,
15681,Chandanagar,5478,1150,  Apartment,2,
15682,Chandanagar,5202,1725,  Apartment,3,
15683,Chandanagar,5202,1725,  Apartment,3,
15684,Chandanagar,5478,1150,  Apartment,2,
15685,Chandanagar,5478,1150,  Apartment,2,
15686,Chandanagar,5202,1725,  Apartment,3,
15687,Chandanagar,5478,1150,  Apartment,2,
15688,Chandanagar,5202,1725,  Apartment,3,
15689,Kukatpally,5899,1250,  Apartment,2,
15690,Kukatpally,5883,1300,  Apartment,2,
15691,Kukatpally,5906,1230,  Apartment,2,
15692,Kukatpally,5848,1435,  Apartment,3,
15693,Gajulramaram Kukatpally,4952,1050,  Apartment,2,
15694,Gajulramaram Kukatpally,4501,1555,  Apartment,3,
15695,Gajulramaram Kukatpally,4459,1155,  Apartment,2,
15696,Chandanagar,5302,1725,  Apartment,3,
15697,Kukatpally,5883,1300,  Apartment,2,
15698,Kukatpally,5915,1200,  Apartment,2,
15699,Kukatpally,5853,1550,  Apartment,3,
15700,Kukatpally,6618,1910,  Apartment,3,
15701,Gajulramaram Kukatpally,4590,1050,  Apartment,2,
15702,Chandanagar,5451,1152,  Apartment,2,
15703,Kondapur,6768,1315,  Apartment,2,
15704,Kukatpally,7304,1190,  Apartment,2,
15705,Kukatpally,5348,1435,  Apartment,3,
15706,Gajulramaram Kukatpally,4565,1555,  Apartment,3,
15707,Gajulramaram Kukatpally,4590,1050,  Apartment,2,
15708,Gajularamaram,4565,1555,  Apartment,3,
15709,Chandanagar,5297,1175,  Apartment,2,
15710,Chandanagar,5297,1175,  Apartment,2,
15711,Chandanagar,5297,1175,  Apartment,2,
15712,Chandanagar,5297,1175,  Apartment,2,
15713,Chandanagar,5297,1175,  Apartment,2,
15714,Chandanagar,5297,1175,  Apartment,2,
15715,Chandanagar,5297,1175,  Apartment,2,
15716,Chandanagar,5297,1175,  Apartment,2,
15717,Chandanagar,5297,1175,  Apartment,2,
15718,Chandanagar,5297,1175,  Apartment,2,
15719,Chandanagar,5297,1175,  Apartment,2,
15720,Chandanagar,5297,1175,  Apartment,2,
15721,Chandanagar,5297,1175,  Apartment,2,
15722,Chandanagar,5297,1175,  Apartment,2,
15723,Chandanagar,5297,1175,  Apartment,2,
15724,Chandanagar,5297,1175,  Apartment,2,
15725,Chandanagar,5297,1175,  Apartment,2,
15726,Chandanagar,5297,1175,  Apartment,2,
15727,Chandanagar,5297,1175,  Apartment,2,
15728,Chandanagar,5297,1175,  Apartment,2,
15729,Kukatpally,6587,2085,  Apartment,3,
15730,Kukatpally,6587,2085,  Apartment,3,
15731,Kukatpally,5800,1500,  Apartment,3,
15732,Kukatpally,6587,2085,  Apartment,3,
15733,Kukatpally,5800,1500,  Apartment,3,
15734,Patancheru,6676,2636,  Villa,3,
15735,Patancheru,6676,2636,  Villa,3,
15736,Patancheru,6676,2636,  Villa,3,
15737,Kukatpally,5800,1500,  Apartment,3,
15738,Patancheru,6676,2636,  Villa,3,
15739,Patancheru,6676,2636,  Villa,3,
15740,Kukatpally,6587,2085,  Apartment,3,
15741,Patancheru,6676,2636,  Villa,3,
15742,Kukatpally,5800,1500,  Apartment,3,
15743,Kukatpally,5800,1500,  Apartment,3,
15744,Patancheru,6448,1830,  Villa,3,
15745,Patancheru,6448,1830,  Villa,3,
15746,Patancheru,6448,1830,  Villa,3,
15747,Patancheru,6448,1830,  Villa,3,
15748,Patancheru,6448,1830,  Villa,3,
15749,Patancheru,6448,1830,  Villa,3,
15750,Kukatpally,6587,2085,  Apartment,3,
15751,Patancheru,5689,2742,  Villa,3,
15752,Patancheru,5689,2742,  Villa,3,
15753,Kukatpally,6587,2085,  Apartment,3,
15754,Kukatpally,6587,2085,  Apartment,3,
15755,Kukatpally,6587,2085,  Apartment,3,
15756,Kukatpally,6587,2085,  Apartment,3,
15757,Kukatpally,6587,2085,  Apartment,3,
15758,Kukatpally,6587,2085,  Apartment,3,
15759,Kukatpally,6587,2085,  Apartment,3,
15760,Kukatpally,6587,2085,  Apartment,3,
15761,Kukatpally,6587,2085,  Apartment,3,
15762,Kukatpally,6587,2085,  Apartment,3,
15763,Patancheru,6676,2636,  Villa,3,
15764,Patancheru,6676,2636,  Villa,3,
15765,Kukatpally,5800,1500,  Apartment,3,
15766,Kukatpally,5800,1500,  Apartment,3,
15767,Kukatpally,5800,1500,  Apartment,3,
15768,Kukatpally,5800,1500,  Apartment,3,
15769,Kukatpally,5800,1500,  Apartment,3,
15770,Patancheru,6448,1830,  Villa,3,
15771,Patancheru,6448,1830,  Villa,3,
15772,Kukatpally,5800,1500,  Apartment,3,
15773,Kukatpally,5800,1500,  Apartment,3,
15774,Kukatpally,5800,1500,  Apartment,3,
15775,Kukatpally,5800,1500,  Apartment,3,
15776,Kukatpally,5800,1500,  Apartment,3,
15777,Patancheru,5689,2742,  Villa,3,
15778,Patancheru,5689,2742,  Villa,3,
15779,Kukatpally,6587,2085,  Apartment,3,
15780,Kukatpally,6587,2085,  Apartment,3,
15781,Kukatpally,6587,2085,  Apartment,3,
15782,Kukatpally,6587,2085,  Apartment,3,
15783,Kukatpally,6587,2085,  Apartment,3,
15784,Patancheru,5689,2742,  Villa,3,
15785,Patancheru,5689,2742,  Villa,3,
15786,Patancheru,5689,2742,  Villa,3,
15787,Patancheru,5689,2742,  Villa,3,
15788,Patancheru,5689,2742,  Villa,3,
15789,Patancheru,5689,2742,  Villa,3,
15790,Patancheru,5689,2742,  Villa,3,
15791,Patancheru,5689,2742,  Villa,3,
15792,Patancheru,5689,2742,  Villa,3,
15793,Patancheru,5689,2742,  Villa,3,
15794,Kukatpally,6587,2085,  Apartment,3,
15795,Patancheru,6676,2636,  Villa,3,
15796,Patancheru,6676,2636,  Villa,3,
15797,Gajularamaram,4844,1370,  Apartment,3,
15798,Gajularamaram,4844,1370,  Apartment,3,
15799,Gajularamaram,4816,1420,  Apartment,3,
15800,Gajularamaram,4816,1420,  Apartment,3,
15801,Gajularamaram,4827,1375,  Apartment,3,
15802,Gajularamaram,4812,1120,  Apartment,2,
15803,Gajularamaram,4812,1120,  Apartment,2,
15804,Gajularamaram,4827,1375,  Apartment,3,
15805,Gajularamaram,4812,1120,  Apartment,2,
15806,Gajularamaram,4818,1100,  Apartment,2,
15807,Gajularamaram,4818,1100,  Apartment,2,
15808,Gajularamaram,4827,1375,  Apartment,3,
15809,Gajularamaram,4844,1370,  Apartment,3,
15810,Gajularamaram,4812,1120,  Apartment,2,
15811,Gajularamaram,4816,1420,  Apartment,3,
15812,Kondapur,6836,1770,  Apartment,3,
15813,Chandanagar,5202,1725,  Apartment,3,
15814,Chandanagar,5202,1725,  Apartment,3,
15815,Chandanagar,5202,1725,  Apartment,3,
15816,Chandanagar,5202,1725,  Apartment,3,
15817,Chandanagar,5202,1725,  Apartment,3,
15818,Chandanagar,5202,1725,  Apartment,3,
15819,Chandanagar,5202,1725,  Apartment,3,
15820,Kondapur,6836,1770,  Apartment,3,
15821,Kondapur,6836,1770,  Apartment,3,
15822,Chandanagar,5222,1575,  Apartment,3,
15823,Chandanagar,5222,1575,  Apartment,3,
15824,Chandanagar,5222,1575,  Apartment,3,
15825,Chandanagar,5222,1575,  Apartment,3,
15826,Miyapur,6966,1715,  Apartment,3,
15827,Miyapur,6966,1715,  Apartment,3,
15828,Chandanagar,5202,1725,  Apartment,3,
15829,Miyapur,6506,1470,  Apartment,3,
15830,Kondapur,7217,1815,  Apartment,3,
15831,Kondapur,7162,1815,  Apartment,3,
15832,Kukatpally,6219,1905,  Apartment,3,
15833,Kukatpally,6875,1600,  Apartment,3,
15834,Chandanagar,5297,1175,  Apartment,2,
15835,Miyapur,6563,1650,  Apartment,3,
15836,Patancheru,8438,1185,  Villa,3,
15837,Aminpur,5643,1165,  Apartment,2,
15838,Kondapur,10500,2176,  Apartment,3,
15839,Indresham,4367,1490,  Apartment,3,
15840,Indresham,4376,1420,  Apartment,3,
15841,Aminpur,5646,1155,  Apartment,2,
15842,Aminpur,5647,1150,  Apartment,2,
15843,Aminpur,5640,1175,  Apartment,2,
15844,Kukatpally,6853,1695,  Apartment,3,
15845,Pragathi Nagar Kukatpally,6227,2200,  Apartment,3,
15846,Kukatpally,5500,1300,  Apartment,2,
15847,Miyapur,6506,1470,  Apartment,3,
15848,Kukatpally,5500,1500,  Apartment,3,
15849,Kondapur,7195,1770,  Apartment,3,
15850,Kukatpally,5500,1250,  Apartment,2,
15851,Miyapur,6506,1470,  Apartment,3,
15852,Patancheru,4340,2304,  Villa,3,
15853,Miyapur,6542,1750,  Apartment,3,
15854,Miyapur,6563,1650,  Apartment,3,
15855,Patancheru,6293,2304,  Villa,3,
15856,Gajularamaram,4869,1300,  Apartment,2,
15857,Chandanagar,5960,1510,  Apartment,3,
15858,Kondapur,7185,1815,  Apartment,3,
15859,Gajularamaram,5312,1120,  Apartment,2,
15860,Tellapur,5451,1596,  Apartment,3,
15861,Ramachandrapuram,12000,1350,  Villa,3,
15862,Patancheru,7018,2528,  Villa,3,
15863,Patancheru,6376,1725,  Villa,3,
15864,Kukatpally,5452,1385,  Apartment,3,
15865,Kokapet,8200,4060,  Apartment,4,
15866,Kokapet,8200,4060,  Apartment,4,
15867,Kokapet,8200,4037,  Apartment,4,
15868,Kokapet,8200,4037,  Apartment,4,
15869,Kokapet,8200,3536,  Apartment,4,
15870,Kokapet,8200,3536,  Apartment,4,
15871,Kokapet,8200,3500,  Apartment,4,
15872,Kokapet,8200,3500,  Apartment,4,
15873,Kokapet,8200,2944,  Apartment,3,
15874,Kokapet,8200,2944,  Apartment,3,
15875,Kokapet,8200,2870,  Apartment,3,
15876,Kokapet,8200,2838,  Apartment,3,
15877,Kokapet,8200,2838,  Apartment,3,
15878,Kokapet,8200,2710,  Apartment,3,
15879,Kokapet,8200,2257,  Apartment,3,
15880,Kokapet,8200,2257,  Apartment,3,
15881,Kokapet,8200,2003,  Apartment,3,
15882,Kokapet,8204,1988,  Apartment,3,
15883,Kokapet,8200,1989,  Apartment,3,
15884,Kokapet,5499,2115,  Apartment,3,
15885,Kokapet,5499,1815,  Apartment,3,
15886,Kokapet,5499,1815,  Apartment,3,
15887,Kukatpally,6917,1135,  Apartment,2,
15888,Kondapur,7185,1815,  Apartment,3,
15889,Kondapur,7295,1770,  Apartment,3,
15890,Kukatpally,5934,1230,  Apartment,2,
15891,Kukatpally,6527,1195,  Apartment,2,
15892,Kondapur,7185,1815,  Apartment,3,
15893,Gajularamaram,4869,1300,  Apartment,3,
15894,Gajularamaram,4912,1120,  Apartment,2,
15895,Moosapet,6858,1675,  Apartment,3,
15896,Gajularamaram,4918,1100,  Apartment,2,
15897,Kukatpally,5906,1230,  Apartment,2,
15898,Pragathi Nagar Kukatpally,6232,2150,  Apartment,3,
15899,Patancheru,7916,1200,  Independent House,2,
15900,Patancheru,7246,1725,  Villa,3,
15901,Patancheru,9009,1221,  Independent House,2,
15902,Patancheru,7658,1828,  Independent House,4,
15903,Gajularamaram,4662,1555,  Apartment,3,
15904,Moosapet,6853,1695,  Apartment,3,
15905,Kukatpally,6527,1195,  Apartment,2,
15906,Miyapur,4812,1039,  Apartment,3,
15907,Miyapur,4901,918,  Apartment,2,
15908,Miyapur,4826,518,  Apartment,2,
15909,Kukatpally,6853,1695,  Apartment,3,
15910,Kukatpally,6787,2085,  Apartment,3,
15911,Miyapur,6563,1650,  Apartment,3,
15912,Patancheru,7018,2528,  Villa,3,
15913,Chandanagar,5491,1200,  Apartment,2,
15914,Kukatpally,5600,1300,  Apartment,2,
15915,Miyapur,5555,810,  Apartment,2,
15916,Miyapur,5561,918,  Apartment,2,
15917,Kukatpally,6553,1695,  Apartment,3,
15918,Gajularamaram,4827,1070,  Apartment,2,
15919,Gajularamaram,4769,1300,  Apartment,2,
15920,Gajularamaram,4818,1100,  Apartment,2,
15921,Kukatpally,6915,1925,  Apartment,3,
15922,Kukatpally,6500,1500,  Apartment,3,
15923,Gajularamaram,5327,1070,  Apartment,2,
15924,Gajularamaram,5295,1185,  Apartment,2,
15925,Gajularamaram,5269,1300,  Apartment,2,
15926,Indresham,4411,1180,  Apartment,2,
15927,Indresham,4423,1120,  Apartment,2,
15928,Aminpur,5644,1160,  Apartment,2,
15929,Miyapur,5733,1125,  Apartment,2,
15930,Miyapur,5768,1055,  Apartment,2,
15931,Chandanagar,5919,1310,  Apartment,3,
15932,Chandanagar,5907,1350,  Apartment,3,
15933,Chandanagar,6138,1825,  Apartment,3,
15934,Chandanagar,6169,1705,  Apartment,3,
15935,Kukatpally,6826,1840,  Apartment,3,
15936,Kukatpally,5509,1130,  Apartment,2,
15937,Kukatpally,5457,1360,  Apartment,3,
15938,Kukatpally,5500,1475,  Apartment,3,
15939,Patancheru,8445,1184,  Villa,3,
15940,Kukatpally,5942,1130,  Apartment,2,
15941,Patancheru,6956,1725,  Villa,3,
15942,Miyapur,6966,1715,  Apartment,3,
15943,Gajularamaram,4666,1050,  Apartment,2,
15944,Gajularamaram,4916,1420,  Apartment,3,
15945,Gajularamaram,4912,1120,  Apartment,2,
15946,Kukatpally,6032,1525,  Apartment,3,
15947,Gajularamaram,4918,1100,  Apartment,2,
15948,Miyapur,6563,1650,  Apartment,3,
15949,Chandanagar,5960,1510,  Apartment,3,
15950,Chandanagar,5583,1200,  Apartment,2,
15951,Patancheru,6203,1725,  Villa,3,
15952,Patancheru,6377,1725,  Villa,3,
15953,Kukatpally,6553,1695,  Apartment,3,
15954,Chandanagar,5960,1510,  Apartment,3,
15955,Kukatpally,6846,1730,  Apartment,3,
15956,Nallagandla Gachibowli,5831,1511,  Apartment,2,
15957,Sanath Nagar,8918,1895,  Apartment,3,
15958,Sanath Nagar,9933,1500,  Apartment,3,
15959,Musheerabad,8880,2027,  Apartment,3,
15960,Patancheru,4444,1000,  Apartment,2,
15961,muthangi,6222,1350,  Independent House,2,
15962,muthangi,6142,1400,  Independent House,2,
15963,muthangi,5840,1250,  Independent House,2,
15964,muthangi,6476,1050,  Independent House,2,
15965,muthangi,6083,1200,  Independent House,2,
15966,muthangi,5692,1300,  Independent House,2,
15967,muthangi,6538,1300,  Independent House,2,
15968,muthangi,5200,1000,  Independent House,2,
15969,muthangi,5238,1050,  Independent House,2,
15970,muthangi,6240,1250,  Independent House,2,
15971,muthangi,8636,1100,  Independent House,2,
15972,muthangi,6545,1100,  Independent House,2,
15973,muthangi,6400,1250,  Independent House,2,
15974,muthangi,6296,1350,  Independent House,2,
15975,muthangi,5833,1200,  Independent House,2,
15976,muthangi,6000,1250,  Independent House,2,
15977,muthangi,6222,1350,  Independent House,2,
15978,muthangi,6400,1250,  Independent House,2,
15979,Muthangi,6640,1250,  Independent House,2,
15980,Indresham,7259,1350,  Independent House,2,
15981,Beeramguda,7360,1250,  Independent House,2,
15982,muthangi,5300,1000,  Independent House,2,
15983,muthangi,6222,1350,  Independent House,2,
15984,muthangi,6952,1050,  Independent House,2,
15985,muthangi,6560,1250,  Independent House,2,
15986,muthangi,6750,1200,  Independent House,2,
15987,muthangi,7600,1250,  Independent House,2,
15988,muthangi,6640,1250,  Independent House,2,
15989,muthangi,6720,1250,  Independent House,2,
15990,muthangi,6000,1250,  Independent House,2,
15991,muthangi,6560,1250,  Independent House,2,
15992,muthangi,5333,1350,  Independent House,2,
15993,muthangi,6761,1050,  Independent House,2,
15994,muthangi,6370,1350,  Independent House,2,
15995,muthangi,6076,1300,  Independent House,2,
15996,muthangi,6363,1100,  Independent House,2,
15997,muthangi,6476,1050,  Independent House,2,
15998,muthangi,5909,1100,  Independent House,2,
15999,muthangi,5523,1050,  Independent House,2,
16000,muthangi,6538,1300,  Independent House,2,
16001,muthangi,6761,1050,  Independent House,2,
16002,muthangi,6250,1200,  Independent House,2,
16003,muthangi,6727,1100,  Independent House,2,
16004,muthangi,6000,1250,  Independent House,2,
16005,Muthangi,6400,1250,  Independent House,2,
16006,Beeramguda,7200,1250,  Independent House,2,
16007,Beeramguda,6800,1250,  Independent House,2,
16008,Ameenpur,4999,1150,  Apartment,2,
16009,Ameenpur,4999,1600,  Apartment,3,
16010,muthangi,5333,1350,  Independent House,2,
16011,muthangi,6761,1050,  Independent House,2,
16012,muthangi,6076,1300,  Independent House,2,
16013,muthangi,6000,1250,  Independent House,2,
16014,Nanakramguda,14504,6150,  Villa,4,
16015,Kokapet,6405,1249,  Apartment,2,
16016,Serilingampally,3113,4240,  Villa,4,
16017,Rajendra Nagar,5265,1207,  Apartment,3,
16018,Kokapet,6996,2630,  Apartment,4,
16019,Miyapur,8204,1231,  Apartment,2,
16020,Miyapur,8204,1231,  Apartment,2,
16021,hyderabad,6307,1300,  Apartment,3,
16022,Kukatpally,6307,1300,  Apartment,3,
16023,Chandanagar,11481,1350,  Independent House,4,
16024,Kokapet,7299,1900,  Apartment,3,
16025,Kokapet,7299,1900,  Apartment,3,
